activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration
WC ,Personal Hygiene,1543301435152,Tue Nov 27 07:50:35 GMT+01:00 2018,1543301915152,Tue Nov 27 07:58:35 GMT+01:00 2018,480000,8 min
Better Now,Ease up your life,1543301915152,Tue Nov 27 07:58:35 GMT+01:00 2018,1543303774293,Tue Nov 27 08:29:34 GMT+01:00 2018,1859141,30 min
Sport,Sport,1543303774293,Tue Nov 27 08:29:34 GMT+01:00 2018,1543304374293,Tue Nov 27 08:39:34 GMT+01:00 2018,600000,10 min
Clean,Personal Hygiene,1543304374293,Tue Nov 27 08:39:34 GMT+01:00 2018,1543304934305,Tue Nov 27 08:48:54 GMT+01:00 2018,560012,9 min
Food,Feeding,1543304934305,Tue Nov 27 08:48:54 GMT+01:00 2018,1543306302033,Tue Nov 27 09:11:42 GMT+01:00 2018,1367728,22 min
Moving - Analyzing,Transport,1543306302033,Tue Nov 27 09:11:42 GMT+01:00 2018,1543307496471,Tue Nov 27 09:31:36 GMT+01:00 2018,1194438,19 min
Work - Org,Value Contribution,1543307496471,Tue Nov 27 09:31:36 GMT+01:00 2018,1543307916471,Tue Nov 27 09:38:36 GMT+01:00 2018,420000,7 min
Work - Meeting,Value Contribution,1543307916471,Tue Nov 27 09:38:36 GMT+01:00 2018,1543308876471,Tue Nov 27 09:54:36 GMT+01:00 2018,960000,16 min
Work - Learning,Value Contribution,1543308876471,Tue Nov 27 09:54:36 GMT+01:00 2018,1543314844718,Tue Nov 27 11:34:04 GMT+01:00 2018,5968247,1 h 39 min
Work - Social,Value Contribution,1543314844718,Tue Nov 27 11:34:04 GMT+01:00 2018,1543316024202,Tue Nov 27 11:53:44 GMT+01:00 2018,1179484,19 min
Helpful Future,Ease up your life,1543316024202,Tue Nov 27 11:53:44 GMT+01:00 2018,1543317322413,Tue Nov 27 12:15:22 GMT+01:00 2018,1298211,21 min
Purpose,Purpose,1543317322413,Tue Nov 27 12:15:22 GMT+01:00 2018,1543321954271,Tue Nov 27 13:32:34 GMT+01:00 2018,4631858,1 h 17 min
Wasted - Moving,Wasted Time,1543321954271,Tue Nov 27 13:32:34 GMT+01:00 2018,1543322614271,Tue Nov 27 13:43:34 GMT+01:00 2018,660000,11 min
Food,Feeding,1543322614271,Tue Nov 27 13:43:34 GMT+01:00 2018,1543324174271,Tue Nov 27 14:09:34 GMT+01:00 2018,1560000,26 min
Work - Purpose,Purpose,1543324174271,Tue Nov 27 14:09:34 GMT+01:00 2018,1543326558441,Tue Nov 27 14:49:18 GMT+01:00 2018,2384170,39 min
Food,Feeding,1543326558441,Tue Nov 27 14:49:18 GMT+01:00 2018,1543328058441,Tue Nov 27 15:14:18 GMT+01:00 2018,1500000,25 min
Work - Social,Value Contribution,1543328058441,Tue Nov 27 15:14:18 GMT+01:00 2018,1543329978441,Tue Nov 27 15:46:18 GMT+01:00 2018,1920000,32 min
Work - Purpose,Purpose,1543329978441,Tue Nov 27 15:46:18 GMT+01:00 2018,1543339234202,Tue Nov 27 18:20:34 GMT+01:00 2018,9255761,2 h 34 min
Work - Purpose,Purpose,1543339234202,Tue Nov 27 18:20:34 GMT+01:00 2018,1543341980742,Tue Nov 27 19:06:20 GMT+01:00 2018,2746540,45 min
Moving - learn,Transport,1543341980742,Tue Nov 27 19:06:20 GMT+01:00 2018,1543344860742,Tue Nov 27 19:54:20 GMT+01:00 2018,2880000,48 min
Helpful Future,Ease up your life,1543344860742,Tue Nov 27 19:54:20 GMT+01:00 2018,1543351820742,Tue Nov 27 21:50:20 GMT+01:00 2018,6960000,1 h 56 min
Moving - social,Transport,1543351820742,Tue Nov 27 21:50:20 GMT+01:00 2018,1543353080742,Tue Nov 27 22:11:20 GMT+01:00 2018,1260000,21 min
Food,Feeding,1543353080742,Tue Nov 27 22:11:20 GMT+01:00 2018,1543355122196,Tue Nov 27 22:45:22 GMT+01:00 2018,2041454,34 min
Series / Docu,Entertainment,1543355122196,Tue Nov 27 22:45:22 GMT+01:00 2018,1543360639250,Wed Nov 28 00:17:19 GMT+01:00 2018,5517054,1 h 31 min
Sleep,Refresh,1543360639250,Wed Nov 28 00:17:19 GMT+01:00 2018,1543386711607,Wed Nov 28 07:31:51 GMT+01:00 2018,26072357,7 h 14 min
Clean,Personal Hygiene,1543386711607,Wed Nov 28 07:31:51 GMT+01:00 2018,1543387491607,Wed Nov 28 07:44:51 GMT+01:00 2018,780000,13 min
Sleep,Refresh,1543387491607,Wed Nov 28 07:44:51 GMT+01:00 2018,1543390961313,Wed Nov 28 08:42:41 GMT+01:00 2018,3469706,57 min
Learning - university,Learning,1543390961313,Wed Nov 28 08:42:41 GMT+01:00 2018,1543392273409,Wed Nov 28 09:04:33 GMT+01:00 2018,1312096,21 min
Sport,Sport,1543392273409,Wed Nov 28 09:04:33 GMT+01:00 2018,1543392633409,Wed Nov 28 09:10:33 GMT+01:00 2018,360000,6 min
Food,Feeding,1543392633409,Wed Nov 28 09:10:33 GMT+01:00 2018,1543393953511,Wed Nov 28 09:32:33 GMT+01:00 2018,1320102,22 min
Clean,Personal Hygiene,1543393953511,Wed Nov 28 09:32:33 GMT+01:00 2018,1543394673511,Wed Nov 28 09:44:33 GMT+01:00 2018,720000,12 min
Wasted - Moving,Wasted Time,1543394673511,Wed Nov 28 09:44:33 GMT+01:00 2018,1543395093511,Wed Nov 28 09:51:33 GMT+01:00 2018,420000,7 min
Moving - learn,Transport,1543395093511,Wed Nov 28 09:51:33 GMT+01:00 2018,1543397184286,Wed Nov 28 10:26:24 GMT+01:00 2018,2090775,34 min
University - Purpose,Purpose,1543397184286,Wed Nov 28 10:26:24 GMT+01:00 2018,1543403316026,Wed Nov 28 12:08:36 GMT+01:00 2018,6131740,1 h 42 min
University - overwhelmed,Wasted Time,1543403316026,Wed Nov 28 12:08:36 GMT+01:00 2018,1543408175568,Wed Nov 28 13:29:35 GMT+01:00 2018,4859542,1 h 20 min
University - Purpose,Purpose,1543408175568,Wed Nov 28 13:29:35 GMT+01:00 2018,1543409915568,Wed Nov 28 13:58:35 GMT+01:00 2018,1740000,29 min
Purpose,Purpose,1543409915568,Wed Nov 28 13:58:35 GMT+01:00 2018,1543417309371,Wed Nov 28 16:01:49 GMT+01:00 2018,7393803,2 h 3 min
Moving - Analyzing,Transport,1543417309371,Wed Nov 28 16:01:49 GMT+01:00 2018,1543418329927,Wed Nov 28 16:18:49 GMT+01:00 2018,1020556,17 min
Moving - Analyzing,Transport,1543418329927,Wed Nov 28 16:18:49 GMT+01:00 2018,1543419889927,Wed Nov 28 16:44:49 GMT+01:00 2018,1560000,26 min
Social - Real Life,Social - Persist,1543419889927,Wed Nov 28 16:44:49 GMT+01:00 2018,1543420792971,Wed Nov 28 16:59:52 GMT+01:00 2018,903044,15 min
Analyzing,Personal Adjusting,1543420792971,Wed Nov 28 16:59:52 GMT+01:00 2018,1543426170294,Wed Nov 28 18:29:30 GMT+01:00 2018,5377323,1 h 29 min
Better Now,Ease up your life,1543426170294,Wed Nov 28 18:29:30 GMT+01:00 2018,1543427824328,Wed Nov 28 18:57:04 GMT+01:00 2018,1654034,27 min
Food - Prepare,Feeding,1543427824328,Wed Nov 28 18:57:04 GMT+01:00 2018,1543431098254,Wed Nov 28 19:51:38 GMT+01:00 2018,3273926,54 min
Food,Feeding,1543431098254,Wed Nov 28 19:51:38 GMT+01:00 2018,1543432919862,Wed Nov 28 20:21:59 GMT+01:00 2018,1821608,30 min
Learning - university,Learning,1543432919862,Wed Nov 28 20:21:59 GMT+01:00 2018,1543443024825,Wed Nov 28 23:10:24 GMT+01:00 2018,10104963,2 h 48 min
Analyzing,Personal Adjusting,1543443024825,Wed Nov 28 23:10:24 GMT+01:00 2018,1543444601199,Wed Nov 28 23:36:41 GMT+01:00 2018,1576374,26 min
Trello,Personal Adjusting,1543444601199,Wed Nov 28 23:36:41 GMT+01:00 2018,1543446101199,Thu Nov 29 00:01:41 GMT+01:00 2018,1500000,25 min
Social - Close,Social - Persist,1543446101199,Thu Nov 29 00:01:41 GMT+01:00 2018,1543447301199,Thu Nov 29 00:21:41 GMT+01:00 2018,1200000,20 min
WC ,Personal Hygiene,1543447301199,Thu Nov 29 00:21:41 GMT+01:00 2018,1543447661199,Thu Nov 29 00:27:41 GMT+01:00 2018,360000,6 min
Social - Close,Social - Persist,1543447661199,Thu Nov 29 00:27:41 GMT+01:00 2018,1543449859368,Thu Nov 29 01:04:19 GMT+01:00 2018,2198169,36 min
Clean,Personal Hygiene,1543449859368,Thu Nov 29 01:04:19 GMT+01:00 2018,1543450699368,Thu Nov 29 01:18:19 GMT+01:00 2018,840000,14 min
Sleep,Refresh,1543450699368,Thu Nov 29 01:18:19 GMT+01:00 2018,1543473059585,Thu Nov 29 07:30:59 GMT+01:00 2018,22360217,6 h 12 min
WC - learn,Personal Hygiene,1543473059585,Thu Nov 29 07:30:59 GMT+01:00 2018,1543474262232,Thu Nov 29 07:51:02 GMT+01:00 2018,1202647,20 min
Learning - Language,Learning,1543474262232,Thu Nov 29 07:51:02 GMT+01:00 2018,1543476722232,Thu Nov 29 08:32:02 GMT+01:00 2018,2460000,41 min
Social - Close,Social - Persist,1543476722232,Thu Nov 29 08:32:02 GMT+01:00 2018,1543478417978,Thu Nov 29 09:00:17 GMT+01:00 2018,1695746,28 min
Sport,Sport,1543478417978,Thu Nov 29 09:00:17 GMT+01:00 2018,1543479085400,Thu Nov 29 09:11:25 GMT+01:00 2018,667422,11 min
Clean,Personal Hygiene,1543479085400,Thu Nov 29 09:11:25 GMT+01:00 2018,1543479805400,Thu Nov 29 09:23:25 GMT+01:00 2018,720000,12 min
Food - Prepare,Feeding,1543479805400,Thu Nov 29 09:23:25 GMT+01:00 2018,1543480885400,Thu Nov 29 09:41:25 GMT+01:00 2018,1080000,18 min
Food,Feeding,1543480885400,Thu Nov 29 09:41:25 GMT+01:00 2018,1543482380877,Thu Nov 29 10:06:20 GMT+01:00 2018,1495477,24 min
University - Orga,Org & Duty,1543482380877,Thu Nov 29 10:06:20 GMT+01:00 2018,1543482980877,Thu Nov 29 10:16:20 GMT+01:00 2018,600000,10 min
Purpose,Purpose,1543482980877,Thu Nov 29 10:16:20 GMT+01:00 2018,1543486003633,Thu Nov 29 11:06:43 GMT+01:00 2018,3022756,50 min
Moving - Analyzing,Transport,1543486003633,Thu Nov 29 11:06:43 GMT+01:00 2018,1543487386577,Thu Nov 29 11:29:46 GMT+01:00 2018,1382944,23 min
Moving - learn,Transport,1543487386577,Thu Nov 29 11:29:46 GMT+01:00 2018,1543489053390,Thu Nov 29 11:57:33 GMT+01:00 2018,1666813,27 min
University - Orga,Org & Duty,1543489053390,Thu Nov 29 11:57:33 GMT+01:00 2018,1543490352127,Thu Nov 29 12:19:12 GMT+01:00 2018,1298737,21 min
University - Purpose,Purpose,1543490352127,Thu Nov 29 12:19:12 GMT+01:00 2018,1543496067144,Thu Nov 29 13:54:27 GMT+01:00 2018,5715017,1 h 35 min
Food,Feeding,1543496067144,Thu Nov 29 13:54:27 GMT+01:00 2018,1543499518611,Thu Nov 29 14:51:58 GMT+01:00 2018,3451467,57 min
Moving - social,Transport,1543499518611,Thu Nov 29 14:51:58 GMT+01:00 2018,1543500538611,Thu Nov 29 15:08:58 GMT+01:00 2018,1020000,17 min
Social - Real Life,Social - Persist,1543500538611,Thu Nov 29 15:08:58 GMT+01:00 2018,1543502105510,Thu Nov 29 15:35:05 GMT+01:00 2018,1566899,26 min
University - Purpose,Purpose,1543502105510,Thu Nov 29 15:35:05 GMT+01:00 2018,1543509217848,Thu Nov 29 17:33:37 GMT+01:00 2018,7112338,1 h 58 min
Bike,Sport,1543509217848,Thu Nov 29 17:33:37 GMT+01:00 2018,1543510922602,Thu Nov 29 18:02:02 GMT+01:00 2018,1704754,28 min
Work - Social,Value Contribution,1543510922602,Thu Nov 29 18:02:02 GMT+01:00 2018,1543517056214,Thu Nov 29 19:44:16 GMT+01:00 2018,6133612,1 h 42 min
Food,Feeding,1543517056214,Thu Nov 29 19:44:16 GMT+01:00 2018,1543518496214,Thu Nov 29 20:08:16 GMT+01:00 2018,1440000,24 min
Work - Social,Value Contribution,1543518496214,Thu Nov 29 20:08:16 GMT+01:00 2018,1543521773245,Thu Nov 29 21:02:53 GMT+01:00 2018,3277031,54 min
Wasted - Moving,Wasted Time,1543521773245,Thu Nov 29 21:02:53 GMT+01:00 2018,1543523738866,Thu Nov 29 21:35:38 GMT+01:00 2018,1965621,32 min
WC ,Personal Hygiene,1543523738866,Thu Nov 29 21:35:38 GMT+01:00 2018,1543524508671,Thu Nov 29 21:48:28 GMT+01:00 2018,769805,12 min
Social - girl,Social - Persist,1543524508671,Thu Nov 29 21:48:28 GMT+01:00 2018,1543526566742,Thu Nov 29 22:22:46 GMT+01:00 2018,2058071,34 min
Piano,Hobby,1543526566742,Thu Nov 29 22:22:46 GMT+01:00 2018,1543528246742,Thu Nov 29 22:50:46 GMT+01:00 2018,1680000,28 min
Wasted,Wasted Time,1543528246742,Thu Nov 29 22:50:46 GMT+01:00 2018,1543529513555,Thu Nov 29 23:11:53 GMT+01:00 2018,1266813,21 min
Wasted,Wasted Time,1543529513555,Thu Nov 29 23:11:53 GMT+01:00 2018,1543531389265,Thu Nov 29 23:43:09 GMT+01:00 2018,1875710,31 min
Series / Docu,Entertainment,1543531389265,Thu Nov 29 23:43:09 GMT+01:00 2018,1543535049265,Fri Nov 30 00:44:09 GMT+01:00 2018,3660000,1 h 1 min
Clean,Personal Hygiene,1543535049265,Fri Nov 30 00:44:09 GMT+01:00 2018,1543535649265,Fri Nov 30 00:54:09 GMT+01:00 2018,600000,10 min
Trello,Personal Adjusting,1543535649265,Fri Nov 30 00:54:09 GMT+01:00 2018,1543536136045,Fri Nov 30 01:02:16 GMT+01:00 2018,486780,8 min
